creation_source,org_id,opted_in_to_mailing_list,enabled_for_marketing_drip,was_invited,creation_dayofweek,invited_others,adopted_user
GUEST_INVITE,112,0,0,1,5,0,0
SIGNUP,18,0,0,0,2,0,0
ORG_INVITE,12,0,0,1,3,7,0
PERSONAL_PROJECTS,0,0,0,0,0,0,0
ORG_INVITE,55,1,0,1,6,2,1
ORG_INVITE,5,0,0,1,5,1,0
SIGNUP_GOOGLE_AUTH,163,1,0,0,1,0,0
ORG_INVITE,359,0,0,1,3,0,0
ORG_INVITE,19,1,1,1,0,0,0
ORG_INVITE,297,0,0,1,1,0,0
ORG_INVITE,232,0,0,1,0,2,0
ORG_INVITE,20,0,0,1,5,1,0
SIGNUP_GOOGLE_AUTH,408,1,0,0,4,0,0
ORG_INVITE,262,0,0,1,4,0,0
SIGNUP_GOOGLE_AUTH,178,1,1,0,6,0,1
SIGNUP,88,0,0,0,1,7,0
ORG_INVITE,299,1,0,1,1,0,0
ORG_INVITE,44,1,1,1,1,0,1
PERSONAL_PROJECTS,253,0,0,0,5,0,0
ORG_INVITE,398,0,0,1,6,0,0
ORG_INVITE,149,1,1,1,4,0,0
ORG_INVITE,72,0,0,1,5,0,0
ORG_INVITE,375,0,0,1,5,0,0
SIGNUP_GOOGLE_AUTH,126,0,0,0,4,0,0
GUEST_INVITE,406,1,1,1,2,0,0
GUEST_INVITE,299,0,0,1,0,0,0
SIGNUP,233,0,0,0,5,5,1
GUEST_INVITE,411,0,0,1,1,0,0
PERSONAL_PROJECTS,117,1,0,0,6,0,0
ORG_INVITE,369,1,1,1,6,0,0
ORG_INVITE,100,1,1,1,0,0,0
ORG_INVITE,6,0,0,1,2,0,0
SIGNUP_GOOGLE_AUTH,82,0,0,0,4,2,0
ORG_INVITE,16,0,0,1,6,0,0
GUEST_INVITE,186,0,0,1,0,0,0
ORG_INVITE,66,0,1,1,0,0,0
PERSONAL_PROJECTS,288,0,0,0,5,3,0
SIGNUP,17,0,0,0,5,0,0
PERSONAL_PROJECTS,221,1,0,0,3,0,0
GUEST_INVITE,35,0,0,1,2,0,0
GUEST_INVITE,41,0,0,1,5,0,0
SIGNUP_GOOGLE_AUTH,78,0,0,0,2,0,0
ORG_INVITE,98,1,0,1,5,0,0
SIGNUP_GOOGLE_AUTH,243,1,0,0,4,0,0
PERSONAL_PROJECTS,22,0,0,0,5,0,0
SIGNUP,133,0,0,0,3,0,0
ORG_INVITE,201,0,0,1,1,4,0
ORG_INVITE,27,0,0,1,5,1,0
ORG_INVITE,255,0,0,1,4,0,0
ORG_INVITE,110,0,0,1,3,0,0
SIGNUP_GOOGLE_AUTH,76,0,0,0,1,0,0
ORG_INVITE,250,0,0,1,3,1,0
ORG_INVITE,4,0,0,1,5,0,0
GUEST_INVITE,392,0,0,1,0,3,1
SIGNUP,85,1,1,0,4,0,0
SIGNUP_GOOGLE_AUTH,67,0,0,0,2,0,0
SIGNUP_GOOGLE_AUTH,16,0,0,0,6,0,0
SIGNUP,380,0,0,0,5,0,0
SIGNUP,230,0,0,0,0,0,0
PERSONAL_PROJECTS,353,1,0,0,1,0,0
GUEST_INVITE,415,0,0,1,4,0,1
SIGNUP_GOOGLE_AUTH,17,0,0,0,1,0,0
SIGNUP,325,1,1,0,6,0,0
ORG_INVITE,26,1,0,1,0,0,0
ORG_INVITE,29,0,0,1,1,2,0
ORG_INVITE,27,0,0,1,3,3,0
GUEST_INVITE,124,0,1,1,5,0,0
GUEST_INVITE,203,0,0,1,3,1,0
ORG_INVITE,59,1,1,1,4,0,0
ORG_INVITE,385,0,0,1,3,3,1
ORG_INVITE,101,0,0,1,1,0,0
PERSONAL_PROJECTS,364,1,0,0,5,0,0
SIGNUP_GOOGLE_AUTH,127,0,0,0,0,0,0
ORG_INVITE,270,0,0,1,6,1,0
ORG_INVITE,348,0,0,1,6,0,1
SIGNUP,59,0,0,0,1,1,0
GUEST_INVITE,1,0,0,1,5,0,0
SIGNUP,168,0,0,0,0,0,0
ORG_INVITE,324,0,0,1,2,1,0
ORG_INVITE,2,0,0,1,0,0,0
PERSONAL_PROJECTS,287,0,0,0,5,0,0
SIGNUP,161,0,0,0,6,0,1
PERSONAL_PROJECTS,361,0,0,0,2,0,0
ORG_INVITE,22,0,0,1,6,1,0
SIGNUP,339,0,0,0,2,0,0
SIGNUP_GOOGLE_AUTH,64,0,0,0,4,0,0
GUEST_INVITE,137,0,0,1,4,1,0
GUEST_INVITE,3,0,0,1,5,0,0
SIGNUP_GOOGLE_AUTH,59,1,1,0,1,1,0
PERSONAL_PROJECTS,318,0,1,0,1,0,0
ORG_INVITE,224,0,0,1,5,0,0
PERSONAL_PROJECTS,144,0,0,0,1,3,0
ORG_INVITE,109,1,1,1,4,0,0
ORG_INVITE,284,1,1,1,1,1,0
ORG_INVITE,275,1,1,1,1,0,0
SIGNUP,359,0,0,0,0,0,0
SIGNUP,346,0,1,0,1,1,0
PERSONAL_PROJECTS,6,1,0,0,0,0,0
SIGNUP_GOOGLE_AUTH,235,1,0,0,2,2,1
GUEST_INVITE,127,0,0,1,0,3,0
GUEST_INVITE,390,0,0,1,6,0,0
PERSONAL_PROJECTS,20,0,0,0,2,0,0
PERSONAL_PROJECTS,384,1,0,0,3,0,0
ORG_INVITE,252,0,0,1,6,0,0
PERSONAL_PROJECTS,262,0,0,0,2,1,0
GUEST_INVITE,72,1,0,1,2,2,0
PERSONAL_PROJECTS,57,0,0,0,0,12,0
PERSONAL_PROJECTS,248,0,0,0,5,0,0
GUEST_INVITE,13,1,1,1,3,0,0
ORG_INVITE,18,1,0,1,1,0,0
ORG_INVITE,320,0,0,1,4,2,0
ORG_INVITE,121,0,0,1,2,0,0
ORG_INVITE,17,1,0,1,1,0,0
ORG_INVITE,286,0,0,1,4,0,0
GUEST_INVITE,26,0,0,1,1,0,0
SIGNUP,24,0,0,0,5,0,0
GUEST_INVITE,367,1,0,1,1,3,0
PERSONAL_PROJECTS,178,0,0,0,1,0,0
SIGNUP_GOOGLE_AUTH,41,0,0,0,6,1,1
GUEST_INVITE,4,0,0,1,1,1,0
GUEST_INVITE,57,0,0,1,6,0,0
SIGNUP,57,0,0,0,3,0,0
ORG_INVITE,208,0,0,1,4,0,0
SIGNUP,287,0,0,0,2,1,1
PERSONAL_PROJECTS,3,0,0,0,2,0,0
SIGNUP,1,0,0,0,3,1,0
GUEST_INVITE,135,0,0,1,4,0,0
SIGNUP_GOOGLE_AUTH,40,0,0,0,4,0,1
GUEST_INVITE,6,0,0,1,4,0,0
ORG_INVITE,1,0,0,1,2,0,0
ORG_INVITE,0,0,0,1,0,0,0
ORG_INVITE,30,0,0,1,1,0,0
ORG_INVITE,71,1,1,1,0,0,0
GUEST_INVITE,132,1,0,1,1,0,0
ORG_INVITE,192,0,0,1,2,0,0
ORG_INVITE,34,0,0,1,6,0,0
GUEST_INVITE,278,0,0,1,3,2,1
PERSONAL_PROJECTS,58,0,0,0,1,1,0
SIGNUP_GOOGLE_AUTH,132,0,0,0,0,4,0
ORG_INVITE,36,0,0,1,0,0,0
SIGNUP_GOOGLE_AUTH,173,1,1,0,6,0,0
PERSONAL_PROJECTS,2,0,0,0,0,2,0
PERSONAL_PROJECTS,318,1,1,0,1,0,0
ORG_INVITE,111,0,0,1,1,0,0
ORG_INVITE,128,0,0,1,2,0,0
SIGNUP,166,0,0,0,5,1,1
SIGNUP_GOOGLE_AUTH,0,0,0,0,6,0,0
SIGNUP,314,0,0,0,5,2,1
SIGNUP,9,0,0,0,6,0,1
SIGNUP,179,0,0,0,6,0,0
GUEST_INVITE,1,0,0,1,3,0,1
ORG_INVITE,166,1,1,1,6,0,0
GUEST_INVITE,323,0,0,1,0,0,0
PERSONAL_PROJECTS,5,0,0,0,5,0,0
PERSONAL_PROJECTS,355,0,0,0,1,0,0
SIGNUP,0,0,0,0,2,0,0
GUEST_INVITE,126,0,0,1,4,0,0
ORG_INVITE,16,1,1,1,2,1,0
ORG_INVITE,36,0,0,1,4,3,0
GUEST_INVITE,102,0,0,1,0,0,0
SIGNUP,234,0,0,0,1,0,0
GUEST_INVITE,134,0,0,1,6,0,0
ORG_INVITE,77,0,0,1,2,6,1
GUEST_INVITE,16,0,0,1,4,0,0
PERSONAL_PROJECTS,90,1,1,0,4,0,0
SIGNUP,63,0,0,0,5,0,0
GUEST_INVITE,31,1,1,1,1,1,1
SIGNUP_GOOGLE_AUTH,362,0,0,0,2,0,0
GUEST_INVITE,368,0,0,1,1,0,0
GUEST_INVITE,186,0,0,1,4,0,1
PERSONAL_PROJECTS,6,0,0,0,1,0,0
SIGNUP_GOOGLE_AUTH,7,0,0,0,6,0,0
ORG_INVITE,14,0,0,1,5,0,0
PERSONAL_PROJECTS,71,0,1,0,6,1,0
GUEST_INVITE,391,0,0,1,4,0,0
GUEST_INVITE,10,0,0,1,2,5,0
ORG_INVITE,321,0,0,1,0,0,0
GUEST_INVITE,11,1,0,1,1,2,0
GUEST_INVITE,97,0,0,1,5,0,0
SIGNUP_GOOGLE_AUTH,18,1,1,0,6,0,0
SIGNUP,277,1,0,0,6,0,0
GUEST_INVITE,1,0,0,1,1,0,0
ORG_INVITE,0,0,0,1,3,0,0
GUEST_INVITE,162,0,0,1,3,0,1
ORG_INVITE,1,1,1,1,5,0,0
ORG_INVITE,104,0,0,1,4,0,0
SIGNUP_GOOGLE_AUTH,16,0,0,0,1,0,0
ORG_INVITE,86,0,0,1,1,4,0
GUEST_INVITE,259,0,0,1,1,0,0
ORG_INVITE,5,0,0,1,5,2,1
SIGNUP,19,0,0,0,1,0,0
ORG_INVITE,38,0,0,1,5,0,0
GUEST_INVITE,48,0,0,1,2,0,0
ORG_INVITE,25,0,0,1,0,0,0
SIGNUP,143,1,0,0,2,0,1
SIGNUP_GOOGLE_AUTH,113,0,0,0,0,0,0
SIGNUP,382,0,0,0,6,0,0
SIGNUP,415,0,0,0,0,1,1
ORG_INVITE,16,0,0,1,2,1,0
GUEST_INVITE,337,0,0,1,4,0,1
ORG_INVITE,150,1,0,1,4,2,0
SIGNUP,370,1,1,0,2,2,1
ORG_INVITE,414,1,1,1,0,1,0
SIGNUP,309,1,1,0,0,0,0
SIGNUP,26,0,0,0,0,0,0
SIGNUP,296,0,0,0,1,0,1
GUEST_INVITE,24,0,0,1,2,0,0
ORG_INVITE,0,0,0,1,4,0,0
SIGNUP,9,1,0,0,6,3,0
SIGNUP,15,0,1,0,3,0,0
PERSONAL_PROJECTS,388,1,1,0,4,0,0
SIGNUP,363,0,0,0,3,2,0
SIGNUP,236,0,0,0,2,0,0
GUEST_INVITE,35,0,0,1,4,0,0
ORG_INVITE,248,0,0,1,3,0,0
SIGNUP,270,0,0,0,6,0,1
ORG_INVITE,15,0,0,1,0,0,0
SIGNUP,350,0,0,0,5,0,0
GUEST_INVITE,228,0,0,1,5,0,0
PERSONAL_PROJECTS,59,0,0,0,0,1,0
SIGNUP,238,0,0,0,1,0,1
PERSONAL_PROJECTS,44,0,0,0,2,0,0
PERSONAL_PROJECTS,53,0,0,0,1,0,0
SIGNUP,203,1,0,0,3,0,0
ORG_INVITE,240,0,0,1,1,0,0
GUEST_INVITE,5,1,1,1,0,0,0
PERSONAL_PROJECTS,88,0,0,0,1,0,1
PERSONAL_PROJECTS,26,0,0,0,3,0,0
ORG_INVITE,11,0,0,1,1,0,0
SIGNUP_GOOGLE_AUTH,206,0,0,0,0,0,0
ORG_INVITE,47,0,0,1,4,0,0
SIGNUP,153,0,0,0,1,0,0
ORG_INVITE,2,0,0,1,6,0,0
GUEST_INVITE,364,0,0,1,3,0,0
PERSONAL_PROJECTS,170,1,1,0,4,4,0
ORG_INVITE,201,0,0,1,5,0,0
GUEST_INVITE,4,0,0,1,3,3,0
ORG_INVITE,224,0,1,1,5,2,1
PERSONAL_PROJECTS,8,0,0,0,4,0,0
GUEST_INVITE,122,1,1,1,3,0,0
ORG_INVITE,361,0,0,1,1,0,0
ORG_INVITE,409,0,0,1,5,0,0
SIGNUP_GOOGLE_AUTH,271,1,1,0,0,0,0
SIGNUP,27,0,0,0,6,0,0
ORG_INVITE,107,0,0,1,2,0,0
PERSONAL_PROJECTS,119,0,1,0,1,0,0
SIGNUP,127,0,0,0,2,0,0
ORG_INVITE,76,1,1,1,5,0,0
ORG_INVITE,9,0,0,1,1,0,0
ORG_INVITE,139,0,0,1,3,0,0
SIGNUP_GOOGLE_AUTH,347,0,0,0,0,1,0
ORG_INVITE,82,1,0,1,1,0,1
GUEST_INVITE,183,1,0,1,6,0,0
GUEST_INVITE,40,0,0,1,5,0,0
PERSONAL_PROJECTS,75,1,0,0,3,0,0
ORG_INVITE,176,0,0,1,4,0,0
ORG_INVITE,12,0,0,1,1,0,0
PERSONAL_PROJECTS,102,1,0,0,3,0,0
PERSONAL_PROJECTS,9,1,0,0,3,0,0
ORG_INVITE,17,0,0,1,4,0,0
ORG_INVITE,210,0,0,1,0,0,1
SIGNUP,350,0,0,0,2,0,0
ORG_INVITE,6,0,0,1,1,0,0
SIGNUP,75,1,0,0,5,0,0
ORG_INVITE,5,0,0,1,4,1,0
GUEST_INVITE,308,1,0,1,0,0,0
PERSONAL_PROJECTS,53,0,0,0,3,0,0
ORG_INVITE,296,0,0,1,2,1,0
PERSONAL_PROJECTS,136,1,0,0,6,0,0
GUEST_INVITE,39,0,0,1,4,0,0
ORG_INVITE,270,0,0,1,5,0,0
ORG_INVITE,29,0,0,1,1,1,0
ORG_INVITE,10,0,0,1,4,0,0
ORG_INVITE,325,1,1,1,2,0,0
PERSONAL_PROJECTS,1,0,0,0,4,0,0
PERSONAL_PROJECTS,351,0,0,0,5,0,0
ORG_INVITE,31,1,0,1,4,0,0
PERSONAL_PROJECTS,412,1,0,0,5,0,0
SIGNUP_GOOGLE_AUTH,26,0,0,0,0,2,0
GUEST_INVITE,102,0,0,1,6,2,0
SIGNUP_GOOGLE_AUTH,51,0,0,0,2,0,0
ORG_INVITE,107,1,0,1,2,0,0
SIGNUP_GOOGLE_AUTH,46,0,0,0,6,3,0
ORG_INVITE,57,1,0,1,3,0,0
ORG_INVITE,41,0,0,1,2,0,0
ORG_INVITE,107,0,0,1,3,0,0
GUEST_INVITE,15,1,0,1,3,0,0
PERSONAL_PROJECTS,147,0,0,0,1,0,0
GUEST_INVITE,384,1,1,1,4,0,0
ORG_INVITE,2,0,0,1,4,1,0
SIGNUP,37,0,0,0,2,0,0
SIGNUP,30,0,0,0,0,0,0
SIGNUP,96,0,0,0,0,1,1
SIGNUP_GOOGLE_AUTH,125,0,0,0,3,7,0
PERSONAL_PROJECTS,10,0,0,0,1,0,0
ORG_INVITE,410,0,0,1,4,2,0
ORG_INVITE,245,1,0,1,6,0,0
ORG_INVITE,90,0,0,1,5,0,0
ORG_INVITE,96,0,0,1,0,0,0
SIGNUP_GOOGLE_AUTH,62,0,0,0,0,0,0
SIGNUP_GOOGLE_AUTH,14,1,0,0,1,1,0
ORG_INVITE,259,0,0,1,3,2,0
SIGNUP,93,0,0,0,3,2,1
GUEST_INVITE,261,0,0,1,1,0,1
ORG_INVITE,184,1,0,1,2,0,0
ORG_INVITE,95,0,0,1,3,0,0
ORG_INVITE,208,0,0,1,1,0,1
ORG_INVITE,210,0,0,1,3,0,0
SIGNUP,67,1,1,0,3,0,0
ORG_INVITE,163,0,0,1,2,0,0
PERSONAL_PROJECTS,340,0,0,0,4,0,1
PERSONAL_PROJECTS,109,0,0,0,4,0,0
PERSONAL_PROJECTS,24,0,0,0,4,0,0
PERSONAL_PROJECTS,368,0,0,0,0,1,0
SIGNUP_GOOGLE_AUTH,14,0,0,0,3,1,0
ORG_INVITE,52,0,0,1,1,0,0
PERSONAL_PROJECTS,346,0,1,0,0,0,0
SIGNUP_GOOGLE_AUTH,67,0,0,0,6,0,0
SIGNUP,11,0,0,0,0,2,1
GUEST_INVITE,111,0,0,1,1,0,0
SIGNUP_GOOGLE_AUTH,169,0,0,0,5,0,0
SIGNUP_GOOGLE_AUTH,15,0,0,0,3,0,0
SIGNUP_GOOGLE_AUTH,44,1,1,0,3,0,0
PERSONAL_PROJECTS,179,1,0,0,3,1,1
SIGNUP,74,0,0,0,6,0,0
PERSONAL_PROJECTS,121,0,0,0,5,1,0
SIGNUP_GOOGLE_AUTH,258,0,0,0,3,1,0
ORG_INVITE,208,0,0,1,6,0,0
ORG_INVITE,144,0,0,1,0,1,0
ORG_INVITE,0,0,0,1,1,0,1
GUEST_INVITE,178,0,0,1,2,1,0
ORG_INVITE,31,0,0,1,5,0,0
SIGNUP_GOOGLE_AUTH,151,0,0,0,2,0,0
ORG_INVITE,179,0,0,1,1,0,0
GUEST_INVITE,0,1,0,1,6,0,0
SIGNUP,86,1,0,0,3,0,0
GUEST_INVITE,165,0,0,1,3,0,0
PERSONAL_PROJECTS,85,1,1,0,5,0,0
SIGNUP_GOOGLE_AUTH,8,0,0,0,0,0,0
ORG_INVITE,184,0,0,1,5,0,0
ORG_INVITE,176,0,0,1,6,0,0
ORG_INVITE,136,0,0,1,0,0,1
GUEST_INVITE,95,1,1,1,4,0,0
SIGNUP,5,0,0,0,2,0,0
GUEST_INVITE,334,1,1,1,4,5,0
SIGNUP,63,0,0,0,4,0,0
SIGNUP,20,1,1,0,4,0,0
GUEST_INVITE,60,0,0,1,0,0,0
PERSONAL_PROJECTS,135,0,0,0,1,0,0
GUEST_INVITE,188,0,0,1,5,0,0
GUEST_INVITE,320,1,0,1,6,7,1
GUEST_INVITE,21,1,0,1,0,0,0
PERSONAL_PROJECTS,1,0,0,0,6,0,0
PERSONAL_PROJECTS,43,0,0,0,1,0,0
ORG_INVITE,238,0,1,1,1,0,0
ORG_INVITE,24,0,0,1,4,4,0
GUEST_INVITE,208,0,1,1,1,0,0
PERSONAL_PROJECTS,10,0,0,0,4,0,0
SIGNUP_GOOGLE_AUTH,140,0,0,0,5,0,0
ORG_INVITE,178,0,0,1,1,0,0
ORG_INVITE,360,0,0,1,3,0,0
SIGNUP,78,0,0,0,4,0,0
GUEST_INVITE,211,0,0,1,0,0,0
GUEST_INVITE,138,0,0,1,0,0,0
GUEST_INVITE,261,1,1,1,2,0,0
SIGNUP,16,0,0,0,6,0,0
ORG_INVITE,6,0,0,1,3,3,1
ORG_INVITE,199,1,1,1,3,0,0
ORG_INVITE,35,0,0,1,3,0,0
ORG_INVITE,13,0,0,1,0,0,0
SIGNUP,256,0,0,0,0,0,0
ORG_INVITE,241,1,0,1,4,0,0
ORG_INVITE,192,0,1,1,4,0,0
ORG_INVITE,217,0,0,1,4,0,0
PERSONAL_PROJECTS,208,0,0,0,5,4,0
ORG_INVITE,126,0,0,1,4,0,0
SIGNUP,358,0,0,0,6,0,0
ORG_INVITE,404,0,0,1,4,0,1
ORG_INVITE,281,0,0,1,0,0,0
ORG_INVITE,352,0,1,1,0,0,0
SIGNUP,257,0,0,0,0,1,0
ORG_INVITE,15,0,0,1,3,0,0
ORG_INVITE,369,0,0,1,3,5,0
ORG_INVITE,115,0,0,1,5,0,0
SIGNUP_GOOGLE_AUTH,1,0,0,0,4,0,0
PERSONAL_PROJECTS,17,0,0,0,1,4,0
SIGNUP_GOOGLE_AUTH,233,0,0,0,1,0,0
PERSONAL_PROJECTS,5,0,0,0,5,0,0
SIGNUP,16,0,0,0,1,0,1
SIGNUP,276,1,0,0,5,0,0
ORG_INVITE,95,1,0,1,2,0,0
PERSONAL_PROJECTS,33,0,0,0,4,0,0
PERSONAL_PROJECTS,4,0,0,0,0,0,0
SIGNUP_GOOGLE_AUTH,411,0,0,0,1,0,0
SIGNUP_GOOGLE_AUTH,180,1,0,0,4,0,0
ORG_INVITE,7,0,0,1,2,0,0
PERSONAL_PROJECTS,404,0,0,0,5,0,0
SIGNUP_GOOGLE_AUTH,242,1,1,0,1,0,0
PERSONAL_PROJECTS,184,0,0,0,2,0,0
PERSONAL_PROJECTS,180,0,0,0,3,0,0
SIGNUP,13,0,0,0,0,0,0
SIGNUP,36,0,0,0,6,0,0
GUEST_INVITE,28,0,0,1,6,0,0
GUEST_INVITE,63,0,0,1,4,0,0
PERSONAL_PROJECTS,61,1,0,0,2,0,0
ORG_INVITE,362,0,0,1,6,0,0
GUEST_INVITE,155,0,0,1,0,0,0
ORG_INVITE,88,1,0,1,2,0,0
ORG_INVITE,132,0,0,1,2,0,0
ORG_INVITE,15,0,0,1,3,0,0
SIGNUP_GOOGLE_AUTH,336,1,0,0,1,1,0
ORG_INVITE,72,0,0,1,2,0,1
ORG_INVITE,59,0,0,1,1,0,0
SIGNUP,91,0,0,0,0,0,0
SIGNUP,23,0,0,0,2,0,0
SIGNUP,387,0,1,0,4,0,1
ORG_INVITE,223,1,0,1,5,0,0
PERSONAL_PROJECTS,103,0,0,0,1,0,0
ORG_INVITE,378,0,0,1,0,0,0
GUEST_INVITE,4,1,0,1,1,0,0
ORG_INVITE,372,0,0,1,1,0,1
PERSONAL_PROJECTS,179,0,0,0,3,0,0
GUEST_INVITE,93,1,1,1,0,0,1
GUEST_INVITE,4,0,0,1,1,0,0
PERSONAL_PROJECTS,48,0,0,0,4,2,0
GUEST_INVITE,1,1,0,1,6,0,0
SIGNUP,29,0,0,0,6,0,0
ORG_INVITE,246,0,0,1,4,0,0
GUEST_INVITE,304,0,0,1,6,0,0
GUEST_INVITE,52,0,0,1,5,0,0
ORG_INVITE,217,0,0,1,6,0,1
SIGNUP,73,1,0,0,1,0,0
PERSONAL_PROJECTS,280,0,0,0,2,0,0
PERSONAL_PROJECTS,67,0,0,0,5,0,0
ORG_INVITE,203,0,0,1,3,0,0
PERSONAL_PROJECTS,86,0,1,0,2,1,0
GUEST_INVITE,216,1,0,1,0,0,1
SIGNUP,17,0,0,0,4,0,0
SIGNUP_GOOGLE_AUTH,145,0,1,0,2,0,1
ORG_INVITE,345,0,0,1,1,0,0
ORG_INVITE,104,0,0,1,4,0,0
ORG_INVITE,7,0,0,1,5,0,0
GUEST_INVITE,54,1,1,1,2,0,0
PERSONAL_PROJECTS,248,0,0,0,4,0,0
GUEST_INVITE,145,0,0,1,6,0,0
SIGNUP_GOOGLE_AUTH,280,0,0,0,1,0,1
ORG_INVITE,374,0,0,1,3,0,0
GUEST_INVITE,236,0,0,1,1,0,0
SIGNUP,21,0,0,0,1,0,0
GUEST_INVITE,235,0,0,1,2,0,1
SIGNUP_GOOGLE_AUTH,47,1,1,0,4,0,0
ORG_INVITE,52,0,0,1,0,2,0
SIGNUP_GOOGLE_AUTH,247,0,0,0,6,0,0
ORG_INVITE,20,0,0,1,4,0,0
SIGNUP,65,1,0,0,2,0,0
PERSONAL_PROJECTS,185,1,0,0,6,1,0
SIGNUP,87,1,1,0,6,0,0
ORG_INVITE,36,0,0,1,6,1,0
ORG_INVITE,354,0,1,1,3,0,0
GUEST_INVITE,7,0,0,1,1,0,0
ORG_INVITE,321,0,0,1,2,0,1
SIGNUP_GOOGLE_AUTH,81,0,0,0,6,0,0
PERSONAL_PROJECTS,348,0,0,0,4,0,0
SIGNUP_GOOGLE_AUTH,17,0,0,0,4,0,0
ORG_INVITE,85,0,0,1,2,1,0
ORG_INVITE,47,0,0,1,6,0,1
ORG_INVITE,363,0,0,1,4,0,1
ORG_INVITE,280,0,0,1,5,0,0
ORG_INVITE,401,1,0,1,4,0,1
GUEST_INVITE,192,0,0,1,0,0,0
SIGNUP,30,0,0,0,4,0,1
PERSONAL_PROJECTS,27,0,0,0,0,0,0
ORG_INVITE,260,0,0,1,4,0,0
ORG_INVITE,55,1,0,1,6,0,0
GUEST_INVITE,109,0,0,1,5,0,1
SIGNUP_GOOGLE_AUTH,33,0,0,0,2,0,0
SIGNUP_GOOGLE_AUTH,401,0,0,0,6,2,0
ORG_INVITE,4,1,1,1,6,0,0
ORG_INVITE,185,0,0,1,0,0,0
GUEST_INVITE,379,0,0,1,4,1,0
ORG_INVITE,197,0,1,1,1,0,0
GUEST_INVITE,203,0,0,1,6,0,0
GUEST_INVITE,254,0,0,1,5,0,0
ORG_INVITE,60,0,0,1,4,1,0
SIGNUP,11,1,1,0,5,0,0
GUEST_INVITE,235,1,1,1,3,0,0
SIGNUP,7,0,0,0,2,0,0
PERSONAL_PROJECTS,0,1,0,0,3,3,0
GUEST_INVITE,53,1,1,1,3,0,0
ORG_INVITE,37,1,0,1,3,0,0
ORG_INVITE,61,0,0,1,1,2,0
ORG_INVITE,24,0,0,1,4,1,0
ORG_INVITE,125,0,0,1,6,0,0
GUEST_INVITE,278,1,1,1,2,0,0
GUEST_INVITE,173,1,0,1,0,5,1
SIGNUP_GOOGLE_AUTH,4,0,0,0,3,0,0
ORG_INVITE,91,0,0,1,6,1,0
PERSONAL_PROJECTS,100,0,1,0,4,0,1
ORG_INVITE,59,0,0,1,0,0,0
SIGNUP_GOOGLE_AUTH,226,0,0,0,5,0,0
ORG_INVITE,207,0,0,1,2,0,1
PERSONAL_PROJECTS,123,0,1,0,4,9,0
ORG_INVITE,278,1,0,1,0,1,0
ORG_INVITE,316,0,0,1,0,0,0
GUEST_INVITE,47,0,0,1,4,0,0
ORG_INVITE,123,0,0,1,3,0,0
SIGNUP_GOOGLE_AUTH,18,1,1,0,1,8,0
PERSONAL_PROJECTS,3,0,0,0,5,3,0
SIGNUP,349,0,0,0,1,0,0
GUEST_INVITE,360,0,0,1,0,0,0
SIGNUP,98,0,1,0,1,0,1
GUEST_INVITE,346,1,0,1,5,0,0
GUEST_INVITE,198,0,0,1,1,0,0
SIGNUP,34,1,1,0,0,0,0
SIGNUP,394,1,1,0,6,0,0
PERSONAL_PROJECTS,324,0,0,0,3,0,0
ORG_INVITE,79,0,0,1,3,0,0
GUEST_INVITE,163,0,0,1,0,1,0
SIGNUP,7,1,0,0,1,0,1
SIGNUP,102,1,1,0,2,0,0
SIGNUP_GOOGLE_AUTH,50,0,1,0,5,0,0
GUEST_INVITE,52,0,0,1,3,0,0
GUEST_INVITE,283,1,1,1,0,0,0
SIGNUP,40,0,0,0,5,0,0
SIGNUP_GOOGLE_AUTH,261,0,0,0,4,0,1
ORG_INVITE,3,1,1,1,1,0,1
SIGNUP,140,1,0,0,3,0,0
ORG_INVITE,190,1,0,1,4,0,1
GUEST_INVITE,158,0,1,1,6,0,0
GUEST_INVITE,2,0,0,1,4,0,0
GUEST_INVITE,100,1,0,1,3,0,0
SIGNUP,341,0,0,0,4,0,1
ORG_INVITE,21,0,0,1,3,0,0
SIGNUP,15,0,0,0,4,4,0
ORG_INVITE,247,1,0,1,4,0,0
GUEST_INVITE,231,0,0,1,6,0,0
GUEST_INVITE,322,0,0,1,4,0,0
ORG_INVITE,36,0,1,1,5,4,0
SIGNUP,371,1,1,0,3,0,0
ORG_INVITE,220,0,0,1,1,0,0
SIGNUP_GOOGLE_AUTH,44,1,1,0,3,0,0
SIGNUP,116,0,0,0,1,6,0
PERSONAL_PROJECTS,280,1,0,0,6,0,0
PERSONAL_PROJECTS,39,0,0,0,2,0,0
SIGNUP_GOOGLE_AUTH,47,0,0,0,3,0,0
SIGNUP_GOOGLE_AUTH,19,1,1,0,4,0,0
ORG_INVITE,49,0,0,1,0,7,0
ORG_INVITE,2,0,1,1,4,0,0
PERSONAL_PROJECTS,21,0,0,0,2,0,1
SIGNUP,84,1,1,0,0,0,0
PERSONAL_PROJECTS,1,0,0,0,6,0,0
PERSONAL_PROJECTS,119,1,0,0,3,0,0
GUEST_INVITE,324,0,0,1,6,5,0
ORG_INVITE,24,0,0,1,0,0,1
ORG_INVITE,16,1,1,1,0,0,0
ORG_INVITE,57,0,0,1,6,0,0
ORG_INVITE,72,1,0,1,2,0,0
GUEST_INVITE,17,0,0,1,6,0,0
SIGNUP_GOOGLE_AUTH,15,1,1,0,3,0,1
PERSONAL_PROJECTS,7,1,1,0,2,0,0
ORG_INVITE,5,1,0,1,2,1,0
